"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.800496260E-1,-5.209783077E0,4.367023945E0,7.019799232E0,9.771914813E0
9.850850340E-1,-5.372588634E0,4.261679173E0,6.876147270E0,9.711231605E0
9.901204420E-1,-5.353435040E0,4.299986362E0,6.818686485E0,9.676964133E0
9.951558500E-1,-5.142745018E0,4.242525578E0,6.962338448E0,9.639554256E0
1.000160741E0,-4.922478676E0,4.299986362E0,7.192182064E0,9.718444416E0
1.005196149E0,-4.730942726E0,4.299986362E0,7.326257229E0,9.723463723E0
1.010231557E0,-4.548983097E0,4.386177540E0,7.441178799E0,9.762322600E0
1.015266965E0,-4.309563160E0,4.367023945E0,7.565677166E0,9.740775315E0
1.020271855E0,-4.280832767E0,4.443638325E0,7.747636795E0,9.904409455E0
1.025307264E0,-4.108449936E0,4.290409565E0,7.709329605E0,9.732457967E0
1.030342671E0,-3.849876404E0,4.290409565E0,7.632715225E0,9.564910050E0
1.035378080E0,-3.505111217E0,4.319139957E0,7.220912457E0,9.114952075E0
1.040382970E0,-2.844311714E0,4.175487995E0,6.627150536E0,8.333302667E0
1.045418379E0,-2.030282974E0,3.945644379E0,5.841852188E0,7.336034045E0
1.050453786E0,-1.091755986E0,3.715801001E0,5.056553841E0,6.369289203E0
1.055489195E0,-1.819593310E-1,3.581725836E0,4.290409565E0,5.591912320E0
1.060494085E0,6.799532771E-1,3.208230257E0,3.591302633E0,4.863386931E0
1.065529493E0,1.273715258E0,2.853888512E0,2.930502892E0,4.284259258E0
1.070564901E0,1.771709204E0,2.480392933E0,2.442085743E0,3.905775900E0
1.075600310E0,2.030282974E0,1.972822189E0,1.886630893E0,3.401977729E0
1.080605200E0,2.269703150E0,1.350329757E0,1.139639974E0,2.876407848E0
1.085640608E0,2.853888512E0,9.385270476E-1,6.703764796E-1,3.078135358E0
1.090676016E0,3.256114244E0,6.224924326E-1,2.011129409E-1,3.321177986E0
1.095711425E0,3.390189648E0,2.585737705E-1,-7.661445439E-2,3.400899295E0
1.100716314E0,2.853888512E0,1.819593310E-1,-2.873041928E-1,2.874079424E0
1.105751723E0,-3.064578176E-1,1.819593310E0,-6.991068721E-1,1.973217329E0
1.110787131E0,-8.427590132E-1,8.714894056E-1,-1.015141487E0,1.581217498E0
1.115822540E0,-2.489969730E0,1.666364431E0,-1.168370485E0,3.215868354E0
1.120827429E0,-3.840299606E0,2.442085743E0,-9.576807022E-1,4.650681259E0
1.125862838E0,-3.830722809E0,2.097320795E0,-1.130063176E0,4.511123423E0
1.130898246E0,-3.572149038E0,1.618480325E0,-1.197100878E0,4.100338745E0
1.135903136E0,-2.327163935E0,9.768342972E-1,-8.810662031E-1,2.673233038E0
1.140938544E0,-1.273715258E0,6.129156351E-1,-3.830722570E-1,1.464500081E0
1.145973953E0,-1.024718285E0,3.447650373E-1,-2.298433632E-1,1.105322788E0
1.151009361E0,-6.895300746E-1,-2.106897533E-1,-9.576806426E-2,7.273330860E-1
1.156014251E0,-4.213795066E-1,-7.565677166E-1,3.830722719E-2,8.668464928E-1
1.161049659E0,-3.734954596E-1,-6.895300746E-1,-3.830722719E-2,7.851229367E-1
1.166085068E0,-3.447650373E-1,-7.948749661E-1,9.576806799E-3,8.664761151E-1
1.171120476E0,-4.022258818E-1,-7.852981687E-1,-9.576806799E-3,8.823664709E-1
1.176125366E0,-4.022258818E-1,-8.427590132E-1,-1.915361360E-2,9.340210250E-1
1.181160774E0,-3.639186621E-1,-8.331822157E-1,1.915361360E-2,9.093933462E-1
1.186196183E0,-4.596867263E-1,-8.523358107E-1,1.915361360E-2,9.685840601E-1
1.191231590E0,-3.926490843E-1,-7.948749661E-1,4.788403213E-2,8.878583196E-1
1.196236481E0,-3.926490843E-1,-9.002198577E-1,9.576806799E-3,9.821714773E-1
1.201271889E0,-4.501099288E-1,-8.331822157E-1,-2.873042040E-2,9.474265088E-1
1.206307298E0,-4.501099288E-1,-8.619126081E-1,-1.915361360E-2,9.725529050E-1
1.211342705E0,-4.979939461E-1,-8.906430602E-1,9.576806799E-3,1.020458106E0
1.216347596E0,-3.926490843E-1,-8.906430602E-1,-1.915361360E-2,9.735426159E-1
1.221383004E0,-3.926490843E-1,-8.427590132E-1,-2.873042040E-2,9.301835812E-1
1.226418412E0,-4.309563041E-1,-9.097966552E-1,-7.661445439E-2,1.009615305E0
1.231453820E0,-4.405331016E-1,-9.097966552E-1,-9.576806799E-3,1.010886286E0
1.236458711E0,-4.022258818E-1,-9.289502501E-1,2.873042040E-2,1.012699197E0
1.241494119E0,-4.501099288E-1,-9.385270476E-1,-3.830722719E-2,1.041585047E0
1.246529527E0,-4.309563041E-1,-9.002198577E-1,-2.873042040E-2,9.984711139E-1
1.251564935E0,-4.788403511E-1,-9.193734527E-1,6.703764945E-2,1.038763531E0
1.256569826E0,-3.256114423E-1,-9.481038451E-1,-2.873042040E-2,1.002870455E0
1.261605233E0,-4.405331016E-1,-9.576807022E-1,-9.576806799E-3,1.054188530E0
1.266640642E0,-4.979939461E-1,-9.002198577E-1,2.873042040E-2,1.029183754E0
1.271676050E0,-4.405331016E-1,-9.959878922E-1,9.576806799E-3,1.089106519E0
1.276680941E0,-4.405331016E-1,-9.385270476E-1,-9.576806799E-3,1.036819246E0
1.281716348E0,-4.405331016E-1,-1.024718285E0,2.873042040E-2,1.115769875E0
1.286751757E0,-4.309563041E-1,-1.024718285E0,-7.661445439E-2,1.114289313E0
